Company Code,Company Name,Category,Registration Status,Validity Period,Bumiputera Status,Bumiputera Validity,Certificate No,Classifications
SA20180908,A.I.D ENTERPRISE,Works,Valid,30/07/2027,yes,30/07/2027,,"E-I-1, E-II-5a, E-II-7, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b, E-VI-5iia, E-VI-5b"
816/04,AB GENERAL TRADING & CONTRACTOR,Works,Expired,31/12/2025,yes,31/12/2025,UPK-K/12191,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b"
SA20161484,ADUN ENTERPRISE,Works,Valid,22/10/2027,yes,22/10/2027,UPK-K/14362,"F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b"
SA2014312,AHZA GENERAL WORK,Works,Valid,18/10/2026,yes,18/10/2026,UPK-K/11920,"D-I-1, D-I-4a, D-I-4b, D-I-4c"
SA20151553,AJ ENTERPRISE,Works,Expired,20/02/2021,yes,20/02/2021,UPK-K/11335,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SA2012778,AKIAWAS COMPANY,Works,Valid,10/10/2026,yes,10/10/2026,UPK-K/11305,"E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, F-I-1, F-II-5a, F-II-5b, F-II-5c"
SBU/1099/06,AKMAL ENTERPRISE,Works,Valid,,yes,,UPKJ/W/003959,"B-I-1, B-I-3ia, B-I-3iia, B-I-3b, B-I-3c, B-II-1a, B-II-1c, B-II-2a, B-II-2b, B-II-5a, B-II-5b, B-II-5c, B-II-6a, B-III-1a, B-III-1b, B-III-1c, B-III-1d, B-III-1e, B-III-2a, B-III-2b, B-III-2c, B-III-2d, B-III-3a, B-III-3b, B-III-3c, B-III-4a, B-III-4b, B-III-4c, B-IV-1a, B-IV-1b, B-IV-2a, B-IV-2b, B-IV-3, B-IV-4a, B-IV-4b"
SA20160228,ALICEZA ENTERPRISE,Works,Expired,10/3/2026,yes,10/3/2026,UPK-K/10486,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b"
SA20191201,ALLIPAH ENTERPRISE,Works,Expired,8/3/2026,yes,8/3/2026,UPKJ/W/006142,"E-I-1, E-I-2iic, E-I-3iia, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1d, E-III-2b, E-III-2d, E-III-3a, E-III-3c, E-III-4a, E-VI-5ia, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
706/04,AMR ENTERPRISE,Works,Expired,5/7/2019,yes,5/7/2019,UPKJ-K/05322,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SA20190868,AMS COMPANY,Works,Valid,22/06/2027,yes,22/06/2027,UPKJ/W/001389,"F-II-1b, F-II-1c, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-III-1a, F-III-1b, F-III-1d, F-III-1e, F-III-2a, F-III-1a"
962/04,AMZAR ENTERPRISE,Works,Valid,24/05/2026,yes,24/05/2026,UPK-K/05462,"F-I-1, F-I-2ib, F-I-2iib, F-I-2iic, F-I-3iia, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20160508,ANGELA ENTERPRISE,Works,Valid,30/04/2026,yes,30/04/2026,UPK-K/11755,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b"
154/84,ANGKAH AK EMBOL KONTRAKTOR,Works,Valid,11/2/2027,yes,11/2/2027,UPK-K/04816,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20151645,ANIQ ENTERPRISE,Works,Expired,17/11/2019,yes,17/11/2019,UPK-K/09394,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
50/01,ARRZU ENTERPRISE,Works,Valid,20/11/2026,yes,20/11/2026,UPK-K/11652,"F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b"
SBU/BNR/071/2021,ASIACORP SYNERGY RESOURCES CO,Works,Expired,30/10/2025,yes,30/10/2025,,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b, E-VI-5b"
SA20111096,ASTANA CAHAYA DEVELOPMENT,Works,Expired,10/12/2025,yes,10/12/2025,UPK-K/14253,"D-I-1, D-II-1a, D-II-1b, D-II-1c, D-II-2a, D-II-2b, D-II-5a, D-II-5b, D-II-5c, D-II-6a, D-II-6b, D-III-3a, D-III-3b, D-III-1a"
SA20171260,AVES ENTERPRISE,Works,Valid,6/6/2027,yes,6/6/2027,UPKJ/W/001229,"F-I-1, F-I-2ib, F-I-2iib, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7"
SBU/BNR/1344/2021,AXTRACOPS ENTERPRISE,Works,Valid,5/3/2027,yes,5/3/2027,UPKJ/W/005226,"F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-7"
SA2008795,AZIZ TRADING & SERVICES,Works,Valid,3/8/2027,yes,3/8/2027,UPKJ/W/000421,"E-I-1, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-4a, E-IV-4b, E-VI-5b, E-VI-1, E-VI-1, E-VI-1, E-VI-1, E-VI-1, E-VI-1"
58/03,AZRIE ENTERPRISE,Works,Valid,15/09/2026,yes,15/09/2026,UPK-K/12291,"E-I-1, E-I-2ia, E-I-2iia, E-I-3iia, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-4a, E-III-4b, E-III-4c, E-IV-1b, E-IV-2a, E-IV-4a, E-IV-4b, E-VI-5b, E-VI-6"
REG-1C522900C8,B-TRU EMPIRE,Works,Valid,26/02/2027,yes,26/02/2027,UPKJ/W/006357,"F-I-1, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20151694,BARAHIM ENTERPRISE,Works,Expired,22/10/2024,yes,22/10/2024,UPK-K/12293,"E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b"
989/05,BELMADSHA ENTERPRISE,Works,Valid,31/08/2027,yes,31/08/2027,UPK-K/12102,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, E-I-1, E-III-1a, E-III-1b, E-III-1d, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-IV-4a, E-IV-4b"
SA20161432,BENUA JAYA,Works,Valid,6/8/2026,yes,6/8/2026,UPK-K/12127,"E-I-1, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1d, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c"
SA2013869,BERJAYA TEGUH ENTERPRISE,Works,Valid,26/02/2027,yes,26/02/2027,UPKJ/W/004302,"E-I-1, E-I-3iia, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b, E-VI-5b, E-VI-6"
471/81,BESI CONSTRUCTION COMPANY,Works,Expired,22/08/2025,yes,22/08/2025,UPKJ-K/08235,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
332/03,BETTA CLIMACURA ENTERPRISE,Works,Valid,11/10/2026,yes,11/10/2026,UPK-K/10823,"F-I-1, F-I-2ia, F-I-2iia, F-II-1a, F-II-1b, F-II-5a, F-II-5b, F-II-5c, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e"
SA20181084,BETUAH BELIMPAH ENTERPRISE,Works,Expired,7/8/2022,yes,7/8/2022,UPK-K/13728,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
836/02,BIBI ENTERPRISE,Works,Valid,30/05/2027,yes,30/05/2027,UPK-K/12889,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-II-5a, E-II-5b, E-II-5c, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-VI-5ia, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d"
1120361-H,BORNEO HIGHLANDS TRADING SDN. BHD.,Works,Expired,25/12/2023,yes,25/12/2023,UPK-K/10903,"E-II-1a, E-II-5a, E-II-5c, E-IV-1b, E-IV-3"
SA20091289,BUMI CEMERLANG ENTERPRISE CO.,Works,Expired,18/03/2025,yes,18/03/2025,UPK-K/08487,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-1a"
383/81,BUMIPUTRA MAJU JAYA,Works,Valid,20/06/2027,yes,20/06/2027,UPK-K/06396,"E-I-1, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-IV-4a, E-IV-4b, E-VI-5a, E-VI-5b, E-VI-5c, E-VI-5d"
SA20160943,C.M WAI ENTERPRISE,Works,Valid,20/05/2026,yes,20/05/2026,UPK-K/11683,"F-I-1, F-I-2iib, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a"
SA2013830,CAHAYA MAZTINA ENTERPRISE,Works,Valid,22/04/2027,yes,22/04/2027,UPKJ/W/004639,"F-II-5a, F-II-1a, F-II-5b, F-II-5c"
SA20161088,CAHAYA PENASU,Works,Valid,17/01/2027,yes,17/01/2027,UPK-K/12650,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20170339,CAHAYA PUTERA,Works,Valid,22/06/2027,yes,22/06/2027,UPKJ/W/005776,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20180150,CAHYA BUNGA ENTERPRISE,Works,Valid,7/12/2027,yes,7/12/2027,A/7456(),"F-II-5a, F-II-5b, F-II-1a"
SA20111631,CJNR GENERAL TRADING,Works,Valid,25/12/2026,yes,25/12/2026,UPK-K/11758,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c"
SA20170398,CREATIVE CONSTRUCTION,Works,Valid,21/09/2026,yes,21/09/2026,UPK-K/16132,"C-II-1c, C-II-2a, C-II-2b, C-II-5a, C-II-5b, C-II-5c, C-II-6a, C-III-2a, C-III-2b, C-III-2c, C-III-2d, C-IV-2a, C-IV-4a, C-IV-4b"
SA20171022,D.N.K CONTRACTOR,Works,Valid,5/8/2027,yes,5/8/2027,UPK-K/13766,"E-II-5a, E-II-1a, D-I-1, D-III-1a, D-III-1b, D-III-1c, D-III-1d, D-III-1e, D-III-2a, D-III-2b, D-III-2c, D-III-2d, D-III-3a, D-III-3b, D-III-3c, D-IV-1b, D-IV-4b, D-VI-2, D-VI-5ia, D-VI-5iia, D-VI-5b, D-VI-5c, D-VI-5d"
1125424-V,DA VIRTUAL SDN. BHD.,Works,Valid,21/11/2026,yes,21/11/2026,UPKJ/W/002918,"D-I-1, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a"
SA2011293,DAO TA AAN ENTERPRISE,Works,Valid,18/02/2027,yes,18/02/2027,UPK-K/10869,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, D-III-1a, D-III-1b, D-III-1c, D-III-1d, D-III-1e, D-III-2a, D-III-2b, D-III-2c, D-III-2d, D-III-3a, D-III-3b, D-III-3c, E-I-1, E-I-2iia, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-4a, E-IV-4b, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
697/02,DAVID MAJANG ANAK SANG & CO.,Works,Valid,13/04/2027,yes,13/04/2027,UPK-K/09383,"E-II-1a, E-II-1b, E-II-2a, E-III-1a, E-III-1b, E-III-1d, E-III-1e, E-III-3a, E-III-3b, E-III-3c"
SA20151425,DAYA CAHAYA ENTERPRISE,Works,Expired,5/12/2022,yes,5/12/2022,UPK-K/11168,"F-I-2iib, F-II-5a, F-II-5c, F-III-1a, F-III-1d, F-III-1e"
829/02,DAYA URUS ENTERPRISE,Works,Expired,8/4/2021,yes,8/4/2021,UPK-K/07473,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SA20161193,DDF PAKOH ENTERPRISE,Works,Valid,8/8/2026,yes,8/8/2026,UPK-K/10348,"F-II-5a, F-III-1a, F-III-1b, F-III-1c, F-III-2a"
REG-0E8462E070,DF & A RICH VENTURE,Works,Valid,25/12/2026,yes,25/12/2026,UPKJ/W/004204,"E-II-5a, E-II-5b, E-II-1a"
SA20150146,DH-QURNIA,Works,Valid,14/11/2027,yes,14/11/2027,UPK-K/09342,"F-II-1a, F-II-1b, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c"
Feb-75,DINORMAN BERSAUDARA,Works,Expired,22/09/2022,yes,22/09/2022,UPKJ-K/08514,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SA2014078,DM3 SUPPLY & SERVICES,Works,Expired,14/10/2021,yes,14/10/2021,UPK-K/12228,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
710/04,DOLTON ENTERPRISE,Works,Expired,30/12/2024,yes,30/12/2024,UPK-K/07856,"F-II-5b, F-II-5c, F-II-6a, F-II-6b"
SA2008710,DURIN ENTERPRISE,Works,Valid,23/01/2027,yes,23/01/2027,UPK-K/12594,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-III-1a, F-III-1b, F-III-1d, F-III-1e, F-III-2a, E-I-1"
SA20121084,EHM KEJURUTERAAN SIBU,Works,Expired,4/9/2019,yes,4/9/2019,UPK-K/09137,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
299/85,EJENSIS NORA,Works,Expired,14/04/2023,yes,14/04/2023,,F-I-1
SA20171007,EMPAJANG CONSTRUCTION,Works,Valid,18/02/2027,yes,18/02/2027,UPK-K/12328,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2iic, E-I-3ia, E-I-3iia, E-II-1a, E-II-1b, E-II-1c, E-II-2a, E-II-2b, E-II-5a, E-II-5b, E-II-5c, E-II-6a, E-II-6b, E-II-7, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
105/04,EZACON,Works,Expired,7/1/2026,yes,7/1/2026,UPK-K/08377,"F-II-1a, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5c, F-II-6a, F-II-6b, E-I-1, E-III-1a, E-III-1b, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-VI-1, E-VI-2"
SA2014129,FAMILYCO ENTERPRISE,Works,Valid,20/02/2027,yes,20/02/2027,UPK-K/12492,"E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b, D-I-1, D-I-2ia, D-I-2iia, D-I-2ib, D-I-2iib, D-I-2iic, D-I-3ia, D-I-3iia, D-II-1a, D-II-1b, D-II-1c, D-II-2a, D-II-2b, D-II-3a, D-II-3b, D-II-3c, D-II-5a, D-II-5b, D-II-5c, D-II-6a, D-II-6b, D-II-7, D-III-1a, D-III-1b, D-III-1c, D-III-1d, D-III-1e, D-III-2a, D-III-2b, D-III-2c, D-III-2d, D-III-3a, D-III-3b, D-III-3c, D-III-4a, D-III-4b, D-III-4c, D-IV-1a, D-IV-1b, D-IV-2a, D-IV-4a, D-IV-4b"
SA20151365,FITRI ENTERPRISE,Works,Valid,25/12/2026,yes,25/12/2026,UPK-K/10972,"F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
REG-703A171195,FS JAYA CONSTRUCTION SDN BHD,Works,Expired,17/02/2025,yes,17/02/2025,UPKJ/W/005784,"C-I-1, C-I-2iia, C-I-2iib, C-I-2iic, C-I-3ia, C-I-3iia, C-I-3b, C-I-3c, C-I-4a, C-I-4b, C-I-4c, C-II-1a, C-II-1b, C-II-1c, C-II-2a, C-II-2b, C-II-3a, C-II-3b, C-II-3c, C-II-5a, C-II-5b, C-II-5c, C-II-6a, C-II-6b, C-II-7, C-III-1a, C-III-1b, C-III-1c, C-III-1d, C-III-1e, C-III-2a, C-III-2b, C-III-2c, C-III-2d, C-III-3a, C-III-3b, C-III-3c, C-III-4a, C-III-4b, C-III-4c, C-IV-1a, C-IV-1b, C-IV-2a, C-IV-2b, C-IV-3, C-IV-4a, C-IV-4b"
SA20161043,G & T ENTERPRISE,Works,Valid,19/01/2027,yes,19/01/2027,UPK-K/12754,"F-I-1, F-I-2ib, F-I-2iib, F-I-2iic, F-I-3ia, F-I-3iia, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20150665,GENDIE ENTERPRISE,Works,Valid,15/10/2026,yes,15/10/2026,UPK-K/10625,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SA20160893,GIGI PUTIH ENTERPRISE,Works,Valid,16/07/2026,yes,16/07/2026,UPK-K/10234,"F-I-2ib, F-I-2iib, E-III-1b, E-III-1d"
SA20160902,GLEERSA ENTERPRISE,Works,Valid,19/06/2026,yes,19/06/2026,UPK-K/11231,"F-I-1, F-I-2iia, F-I-2iib, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7"
